trade_date,yield_rate_000001.SZ,yield_rate_601939.SH,yield_rate_601988.SH,amihud_000001.SZ,amihud_601939.SH,amihud_601988.SH
2018-01-02,0.030075187969924814,0.01432291666666667,0.0025188916876574307,1.620166027475919e-05,2.6890333676493783e-05,1.8206283305598536e-05
2018-01-03,-0.027007299270072997,-0.005134788189987164,0.005025125628140704,1.2178600985623278e-05,2.8705777183682282e-05,2.108252685543767e-05
2018-01-04,-0.0060015003750937745,-0.01806451612903226,0.0,7.3796625242421894e-06,1.9889646859389185e-05,1.6777846271918315e-05
2018-01-05,0.0037735849056603774,0.009198423127463865,-0.005,9.414785079321946e-06,2.299823393943811e-05,1.4120863525182675e-05
2018-01-08,-0.02556390977443609,-0.01171875,0.007537688442211055,1.198899767687961e-05,2.7927689883169548e-05,1.1047447425283065e-05
2018-01-09,0.009259259259259259,-0.003952569169960474,-0.012468827930174564,1.222147764709252e-05,1.6363857049107213e-05,1.8804599733350616e-05
2018-01-10,0.029816513761467888,0.029100529100529106,0.01767676767676768,1.3507952977532554e-05,2.919876671484884e-05,1.4369862013214285e-05
2018-01-11,-0.005196733481811433,0.011568123393316195,0.014888337468982629,1.2298554835865821e-05,3.1989612784692666e-05,1.728604392398964e-05
2018-01-12,0.011194029850746268,0.0025412960609911056,0.0,1.127948231474063e-05,1.7019564141879683e-05,1.5643391008005317e-05
2018-01-15,0.04797047970479705,0.02281368821292776,0.022004889975550126,1.363252216701615e-05,2.327754589225787e-05,1.604471216699148e-05
2018-01-16,0.0,0.01982651796778191,0.009569377990430623,7.2872032818307265e-06,2.3390273322485506e-05,1.5299667669938434e-05
2018-01-17,0.0021126760563380284,0.019441069258809236,0.0047393364928909965,1.0751325608364638e-05,2.2813743196140514e-05,1.7387633039467066e-05
2018-01-18,0.03443429374560787,0.0703218116805721,0.028301886792452824,1.084928100190604e-05,3.5684722750978165e-05,1.0232506744599703e-05
2018-01-19,0.005434782608695652,0.012249443207126948,0.009174311926605505,7.877544387326617e-06,1.5795479704482287e-05,1.1833251817407616e-05
2018-01-22,-0.02432432432432432,-0.0033003300330033004,0.0,1.1452393026120155e-05,1.9580025375632817e-05,1.7016309988855702e-05
2018-01-23,0.014542936288088644,0.08278145695364238,0.06363636363636364,1.1168617169060083e-05,2.8669217061476746e-05,2.2720667327603115e-05
2018-01-24,-0.0006825938566552901,-0.014271151885830785,0.002136752136752137,1.0217093378473538e-05,1.1631408584971742e-05,1.4128355741723801e-05
2018-01-25,-0.030054644808743168,-0.01344364012409514,-0.012793176972281448,1.3300369475854386e-05,1.5932754754805993e-05,2.2317523225120582e-05
2018-01-26,-0.01056338028169014,0.009433962264150943,0.0043196544276457895,7.822230554077678e-06,1.3059067197073752e-05,1.8267612824847695e-05
2018-01-29,-0.022064056939501774,-0.011422637590861888,-0.01075268817204301,1.6035679945698457e-05,1.528713182757511e-05,2.180286834005228e-05
2018-01-30,-0.006550218340611353,-0.014705882352941178,-0.02608695652173913,1.4139198384753601e-05,1.6373404368652136e-05,2.4580310282471552e-05
2018-01-31,0.029304029304029307,0.013859275053304905,0.01339285714285714,1.5563897240708214e-05,1.3688326713536555e-05,1.767456487341825e-05
2018-02-01,-0.0014234875444839856,0.012618296529968454,0.019823788546255505,1.1588027011514375e-05,1.2037202969135199e-05,1.5026546017182373e-05
2018-02-02,0.0014255167498218105,-0.008307372793354102,-0.010799136069114472,2.070172542087927e-05,1.802345581246144e-05,2.1772113787317548e-05
2018-02-05,0.03558718861209964,0.02513089005235602,0.03930131004366812,1.7851791171348612e-05,2.048381674549266e-05,2.647757758211151e-05
2018-02-06,-0.03780068728522337,-0.03983656792645557,0.0,1.1958989670953422e-05,2.2253731851101014e-05,1.26213411784603e-05
2018-02-07,-0.07714285714285715,-0.059574468085106386,-0.03571428571428572,2.520006132387656e-05,3.272098951779336e-05,2.4120854789927665e-05
2018-02-08,-0.029411764705882356,-0.039592760180995466,-0.037037037037037035,1.1304121843781425e-05,2.818160830879074e-05,2.655627716795047e-05
2018-02-09,-0.06778309409888357,-0.015312131919905773,-0.029411764705882363,2.93379286377723e-05,2.2556059201152656e-05,2.9535742272407325e-05
2018-02-12,0.0025662959794696323,-0.008373205741626795,-0.018648018648018648,1.6624082776654724e-05,2.4876220308809878e-05,2.4318190817961248e-05
2018-02-13,0.01877133105802048,0.015681544028950545,0.016627078384798103,2.6214784656285025e-05,2.346464255964201e-05,2.9275075720088484e-05
2018-02-14,0.005025125628140704,0.007125890736342042,0.0,2.2028288423102648e-05,3.9869536304690464e-05,3.2662921687352335e-05
2018-02-22,0.03833333333333334,0.03537735849056604,0.02102803738317757,2.7465777215740306e-05,3.3502019364926755e-05,3.5393244128870336e-05
2018-02-23,0.01203852327447833,0.002277904328018224,0.004576659038901603,2.107909064964021e-05,1.5192757010076086e-05,2.1456348925050436e-05
2018-02-26,0.0015860428231562252,-0.005681818181818182,0.002277904328018224,2.3975842580288286e-05,2.737045373792612e-05,2.7138701693094932e-05
2018-02-27,-0.027711797307996833,-0.037714285714285714,-0.01818181818181818,2.5777090126675932e-05,3.318267720009299e-05,2.1271097416259992e-05
2018-02-28,-0.01872964169381108,-0.01306413301662708,-0.02083333333333333,1.9760415398045413e-05,2.8740568656170552e-05,3.284722387520605e-05
2018-03-01,-0.0008298755186721991,-0.00842358604091456,-0.0023640661938534283,1.9442355031988815e-05,2.3529506075068107e-05,2.438551438700597e-05
2018-03-02,-0.007475083056478407,-0.003640776699029126,-0.011848341232227487,2.0090740848735314e-05,2.9415976653452507e-05,2.5454677623897556e-05
2018-03-05,-0.007531380753138075,-0.0097442143727162,-0.0023980815347721825,2.6137432079378807e-05,2.9787213263833064e-05,2.7740417884171503e-05
2018-03-06,0.020236087689713318,-0.002460024600246002,0.007211538461538461,2.073455690916861e-05,1.8166663029762016e-05,2.463918934468752e-05
2018-03-07,-0.004132231404958678,0.018495684340320596,0.007159904534606205,1.4111453734464993e-05,1.8942486095673647e-05,2.0785796524456078e-05
2018-03-08,0.0049792531120331955,-0.009685230024213077,-0.0047393364928909965,1.9945704103550752e-05,2.0198600051273598e-05,2.0973695516598213e-05
2018-03-09,-0.0016515276630883569,0.008557457212713938,-0.0047619047619047615,1.5975999046290667e-05,1.7129157572972487e-05,2.5709436211413667e-05
2018-03-12,-0.0049627791563275426,-0.01212121212121212,-0.002392344497607656,1.194950155999435e-05,1.4047860610136401e-05,1.4365035097250827e-05
2018-03-13,-0.0008312551953449709,0.003680981595092024,0.004796163069544365,1.3873005690250934e-05,1.4904700240034619e-05,2.1576610758741045e-05
2018-03-14,-0.00831946755407654,-0.013447432762836187,-0.00477326968973747,2.1045364760425107e-05,2.4347170672484672e-05,1.9139796095159244e-05
2018-03-15,-0.017617449664429533,-0.0012391573729863693,0.0,1.6253097485841487e-05,2.0366974213572912e-05,2.028049708429262e-05
2018-03-16,-0.005977796754910334,-0.018610421836228287,-0.00959232613908873,1.581241208731138e-05,2.1321669054381617e-05,2.3139332263965805e-05
2018-03-19,0.01632302405498282,0.015170670037926675,0.0,2.0700183129382625e-05,2.6747615034921954e-05,1.7135961589015815e-05
2018-03-20,-0.00084530853761623,0.009962640099626404,0.009685230024213077,1.4789119755513296e-05,2.7527492864341695e-05,3.8151783198670795e-05
2018-03-21,0.00676818950930626,0.0,0.0,1.443413315607121e-05,2.3720260941721684e-05,1.4257632043482854e-05
2018-03-22,-0.020168067226890758,-0.008631319358816277,0.0,2.567683134360643e-05,3.431517476253322e-05,2.355926680439225e-05
2018-03-23,-0.0274442538593482,-0.034825870646766184,-0.011990407673860913,3.2177015123063785e-05,3.0144843896201862e-05,2.313249410156057e-05
2018-03-26,-0.036155202821869487,-0.036082474226804134,-0.031553398058252434,2.8464517061083264e-05,3.5685190534992346e-05,4.465373139574237e-05
2018-03-27,0.0009149130832570906,-0.004010695187165775,-0.005012531328320803,2.3184128514258694e-05,2.0928980346916395e-05,2.3496268357343414e-05
2018-03-28,-0.004570383912248629,-0.002684563758389261,-0.0025188916876574307,2.6579377315014056e-05,2.780459547682234e-05,2.3366552463281282e-05
2018-03-29,0.014692378328741963,0.032301480484522214,0.007575757575757577,3.951184607264151e-05,3.4980392336883705e-05,2.648026015074761e-05
2018-03-30,-0.013574660633484163,0.010430247718383313,-0.015037593984962403,1.882859808123696e-05,2.421980719510443e-05,1.6349076181955427e-05
2018-04-02,-0.01743119266055046,-0.030967741935483867,-0.012722646310432573,2.2268099072231424e-05,3.0847236466762896e-05,1.908874187502168e-05
2018-04-03,-0.014005602240896356,-0.006657789613848203,0.0,2.0006307930755728e-05,3.0214917135855e-05,2.4246500837860003e-05
2018-04-04,0.029356060606060608,-0.010723860589812331,-0.007731958762886598,2.402098645430168e-05,3.729984559283405e-05,1.9648871169401173e-05
2018-04-09,0.013799448022079115,-0.002710027100271003,0.0,2.8728074457043372e-05,3.1893057852408805e-05,1.9187307489930664e-05
2018-04-10,0.03629764065335754,0.06114130434782609,0.020779220779220783,2.7971204955636407e-05,4.321690066160477e-05,3.521783569820373e-05
2018-04-11,0.03590192644483362,0.01792573623559539,0.010178117048346057,1.885342384202517e-05,1.5489449046165242e-05,1.926848176050041e-05
2018-04-12,-0.026204564666103127,-0.03018867924528302,-0.01511335012594458,2.5846778056580162e-05,3.125809777184724e-05,2.606814127996966e-05
2018-04-13,0.004340277777777778,-0.00648508430609598,-0.010230179028132991,1.9300120619506077e-05,3.602509033558519e-05,3.4161107937137954e-05
2018-04-16,-0.040622299049265335,-0.04308093994778068,-0.02583979328165375,2.999091762279575e-05,2.4503477034661287e-05,2.780662230692892e-05
2018-04-17,0.009909909909909913,-0.006821282401091405,-0.002652519893899204,2.1145267169469973e-05,2.274434874543463e-05,2.8444391112973494e-05
2018-04-18,0.025869759143621763,0.009615384615384616,0.005319148936170214,2.071252072583373e-05,1.533873391211764e-05,2.328353538403245e-05
2018-04-19,-0.002608695652173913,0.00816326530612245,0.0026455026455026462,2.385435359609281e-05,2.232277970226496e-05,2.4351263059811528e-05
2018-04-20,-0.01046207497820401,-0.005398110661268557,-0.0026385224274406327,3.058824142154009e-05,2.1986773510762287e-05,2.5998655710871506e-05
2018-04-23,0.019383259911894275,0.008141112618724558,0.0,2.491581322993801e-05,2.732096289539664e-05,3.1724393080023246e-05
2018-04-24,0.025064822817631803,0.01749663526244953,0.015873015873015872,1.8246834566459893e-05,2.570113226221659e-05,3.113940611634589e-05
2018-04-25,-0.01517706576728499,-0.011904761904761904,-0.01041666666666667,2.2912277403948943e-05,1.937907720313141e-05,3.7706555312221284e-05
2018-04-26,-0.022260273972602745,-0.008032128514056224,-0.002631578947368421,3.296462910532649e-05,2.852372375801832e-05,2.8146152734305134e-05
2018-04-27,-0.04991243432574431,0.009446693657219974,0.007915567282321899,2.6884228752826918e-05,3.010618006437445e-05,4.11701998481808e-05
2018-05-02,0.002764976958525345,-0.001336898395721925,-0.002617801047120419,1.6262252860070462e-05,4.0913525906562323e-05,2.71381128134974e-05
2018-05-03,-0.011948529411764705,-0.0026773761713520753,0.0026246719160104987,2.105708096609175e-05,3.5985372628286085e-05,2.5044280011580125e-05
2018-05-04,-0.006511627906976744,-0.014765100671140941,-0.005235602094240838,2.0782334144752387e-05,2.3803157834153132e-05,1.9007337034038274e-05
2018-05-07,0.012172284644194757,0.009536784741144414,0.007894736842105262,1.690918916254778e-05,2.574918836931601e-05,3.656611650758521e-05
2018-05-08,0.018501387604070302,0.020242914979757085,0.010443864229765013,2.1099820585662607e-05,2.1289855907154774e-05,2.7488585851538538e-05
2018-05-09,-0.003633060853769301,0.003968253968253968,0.002583979328165375,1.992992276803826e-05,2.7093216163716595e-05,2.8362336142449098e-05
2018-05-10,0.0036463081130355523,-0.0013175230566534915,0.0,2.694328080699112e-05,2.9456200223369813e-05,4.362885875509737e-05
2018-05-11,0.0,0.021108179419525062,0.005154639175257732,1.8038677950104332e-05,2.1751403818872047e-05,2.9863021722434417e-05
2018-05-14,0.015440508628519528,0.002583979328165375,0.0,1.7084387893761766e-05,2.240526399933018e-05,2.2184300729052496e-05
2018-05-15,-0.005366726296958855,0.0,-0.002564102564102564,2.061529159297879e-05,2.1531742681994602e-05,3.3437165988684825e-05
2018-05-16,-0.019784172661870502,-0.016752577319587632,-0.010282776349614395,2.67030717153986e-05,2.795439637878759e-05,3.308278120142454e-05
2018-05-17,-0.007339449541284403,-0.005242463958060288,0.0,2.317728605809293e-05,2.7790174964234137e-05,2.2347440602394367e-05
2018-05-18,0.012939001848428836,0.018445322793148883,0.012987012987012988,3.076595924005438e-05,3.2201706594149564e-05,4.1350740950049575e-05
2018-05-21,-0.0009124087591240877,-0.010349288486416558,0.002564102564102564,1.9474563608069314e-05,1.8607531356927523e-05,2.8735329677466748e-05
2018-05-22,-0.008219178082191782,-0.02091503267973856,-0.007672634271099744,2.728233945443416e-05,1.9724330948084227e-05,3.597733728280178e-05
2018-05-23,-0.019337016574585638,-0.016021361815754337,-0.010309278350515464,2.1110481755666212e-05,1.82489204261848e-05,2.9880057248248285e-05
2018-05-24,-0.003755868544600939,-0.01085481682496608,-0.0078125,1.2874887814271025e-05,1.5455467104439404e-05,4.002222422004712e-05
2018-05-25,-0.001885014137606032,0.0,0.0026246719160104987,1.7960248849872425e-05,1.3317192619239013e-05,2.4060965812164734e-05
2018-05-28,0.0,-0.002743484224965707,0.0,2.351717802323969e-05,1.4568587837834912e-05,4.6640935324767494e-05
2018-05-29,-0.019830028328611898,-0.008253094910591473,0.002617801047120419,2.869093572671421e-05,1.6777667230505576e-05,4.499526148992947e-05
2018-05-30,-0.02890173410404624,-0.02219140083217753,-0.01827676240208877,2.8342584195259602e-05,2.704390401507609e-05,5.335280198758131e-05
2018-05-31,0.009920634920634922,0.009929078014184398,0.002659574468085107,1.683694615383308e-05,1.858420192493365e-05,1.407878268371915e-05
2018-06-01,0.000982318271119843,-0.005617977528089888,-0.002652519893899204,3.552249073384143e-05,2.6200127056839208e-05,2.493963133176835e-05
2018-06-04,0.007850834151128559,0.01271186440677966,0.007978723404255319,2.57123110393413e-05,1.9515714807661757e-05,3.019633131187984e-05
2018-06-05,-0.0009737098344693283,0.0013947001394700141,0.0,2.775867522451365e-05,1.8275582096430485e-05,3.201393004220102e-05
2018-06-06,-0.011695906432748536,-0.006963788300835654,-0.0052770448548812654,2.170815463366072e-05,1.7616193587251324e-05,2.9372146840862707e-05
2018-06-07,0.02268244575936884,0.0070126227208976155,0.002652519893899204,2.3782803532969434e-05,1.735882454853121e-05,2.488288914881185e-05
2018-06-08,-0.024108003857280614,-0.020891364902506964,-0.010582010582010585,2.722036351645198e-05,2.2523642710440906e-05,3.1642829746324376e-05
2018-06-11,-0.00790513833992095,-0.002844950213371266,0.0,1.782315327726243e-05,2.0801244300774715e-05,3.5698413239258624e-05
2018-06-12,0.001992031872509961,0.009985734664764623,0.0,1.4202064896070995e-05,3.0278074725964403e-05,4.193165141409828e-05
2018-06-13,-0.010934393638170972,-0.002824858757062147,-0.00267379679144385,2.072563650957828e-05,2.0666033537257276e-05,3.925885332859535e-05
2018-06-14,0.012060301507537691,0.00708215297450425,0.0,2.6270613902192866e-05,2.738753797038436e-05,3.0054695899624696e-05
2018-06-15,0.009930486593843098,0.016877637130801686,0.0053619302949061655,1.7751809658073855e-05,2.082238394593908e-05,2.2075737603312895e-05
2018-06-19,-0.029498525073746312,0.0,0.0026666666666666666,2.236687912484997e-05,1.3492669602142035e-05,1.4864799946109635e-05
2018-06-20,0.004052684903748735,-0.016597510373443983,-0.007978723404255319,2.560612633137887e-05,3.480827033867864e-05,2.9027884087808626e-05
2018-06-21,-0.0050454086781029275,-0.007032348804500703,0.0026809651474530827,2.1639503064704034e-05,3.306358229739644e-05,2.99809953568499e-05
2018-06-22,-0.0010141987829614604,0.0,0.0,1.5769789417547747e-05,3.0903261576517633e-05,3.398637717975023e-05
2018-06-25,-0.03959390862944163,-0.0226628895184136,-0.0106951871657754,4.848011613112785e-05,4.161744455478429e-05,5.7901674280864664e-05
2018-06-26,-0.010570824524312895,-0.02463768115942029,-0.013513513513513514,3.826991130582356e-05,4.319292041169363e-05,4.95967032251883e-05
2018-06-27,-0.02884615384615385,-0.0237741456166419,-0.00821917808219178,4.1879767673623166e-05,3.830141985056786e-05,5.045744992650636e-05
2018-06-28,-0.0187018701870187,-0.0228310502283105,-0.016574585635359115,2.4578733484893944e-05,3.850482368372325e-05,4.949058307632142e-05
2018-06-29,0.019058295964125564,0.020249221183800625,0.01404494382022472,3.806313391337054e-05,4.105974541754798e-05,5.937799471123143e-05
2018-07-02,-0.052805280528052806,-0.05038167938931298,-0.03878116343490305,5.286249507448815e-05,6.523778793527367e-05,9.382761204413371e-05
2018-07-03,0.006968641114982578,0.01607717041800643,0.011527377521613832,2.658678457721201e-05,2.9438777344458546e-05,3.600628086346104e-05
2018-07-04,-0.006920415224913495,0.0,0.005698005698005697,2.6129826955294776e-05,3.5313764741827195e-05,5.98729522063778e-05
2018-07-05,-0.0011614401858304295,0.014240506329113925,0.0141643059490085,2.8849300093326207e-05,3.514067626838359e-05,4.9278656435603775e-05
2018-07-06,0.0069767441860465115,0.007800312012480499,0.00558659217877095,4.4960974647030844e-05,4.4572463360626926e-05,5.825431831945344e-05
2018-07-09,0.042725173210161664,0.054179566563467486,0.04166666666666666,3.333656669052934e-05,5.59568933059865e-05,7.800751983094142e-05
2018-07-10,-0.005537098560354375,-0.005873715124816447,-0.005333333333333333,1.945773316626151e-05,2.689453452595441e-05,3.529522745330108e-05
2018-07-11,-0.022271714922049,-0.005908419497784343,-0.0026809651474530827,4.5622869023927646e-05,4.161676170283325e-05,4.791478848134842e-05
2018-07-12,0.027777777777777776,0.03566121842496285,0.01881720430107527,4.407016657849922e-05,4.1802243105920754e-05,4.611272608662535e-05
2018-07-13,0.0,0.0014347202295552368,-0.013850415512465377,2.524036142939517e-05,2.2851541790322172e-05,4.100251606154249e-05
2018-07-16,-0.01689189189189189,-0.025787965616045842,-0.016853932584269662,3.9571164774783334e-05,4.759328076332476e-05,5.587706357128812e-05
2018-07-17,-0.001145475372279496,-0.021505376344086027,-0.005714285714285714,3.167608153639826e-05,4.323016439898197e-05,4.5646556432595194e-05
2018-07-18,-0.0022935779816513763,0.0047095761381475655,-0.005747126436781609,3.960196140326081e-05,4.9961876521602504e-05,4.31258492188495e-05
2018-07-19,0.003448275862068965,-0.0078125,-0.002890173410404625,3.397417274023663e-05,3.6927429859876956e-05,4.115861279590519e-05
2018-07-20,0.04352806414662085,0.06771653543307088,0.028985507246376805,4.203279986062127e-05,4.817646870749313e-05,5.9872243563840224e-05
2018-07-23,0.034028540065861694,0.02212389380530973,0.01126760563380282,2.9641150422087397e-05,2.5478759644127992e-05,4.26468138728205e-05
2018-07-24,-0.002123142250530785,0.0,0.0027855153203342623,2.03788238876599e-05,2.204896308313185e-05,3.0035626099837238e-05
2018-07-25,-0.002127659574468085,-0.001443001443001443,-0.0027777777777777783,2.586858193434673e-05,3.3973559119118945e-05,3.2127197925020224e-05
2018-07-26,-0.013859275053304905,-0.0014450867052023125,-0.0055710306406685246,3.711891264222396e-05,4.0906292622017984e-05,4.929689619926661e-05
2018-07-27,0.0,-0.008683068017366135,-0.0028011204481792717,4.066381339476868e-05,3.5546329975918356e-05,3.188862975642566e-05
2018-07-30,0.015135135135135137,0.014598540145985403,0.011235955056179777,3.8707037257453525e-05,3.717986786546267e-05,2.8791389850058027e-05
2018-07-31,0.003194888178913738,0.008633093525179856,0.005555555555555557,3.7977233577521195e-05,4.1611677766515585e-05,3.9240588716260403e-05
2018-08-01,-0.028662420382165606,-0.018544935805991442,-0.016574585635359115,5.5208835046537415e-05,3.888270196941012e-05,5.597918079953951e-05
2018-08-02,-0.022950819672131147,-0.020348837209302327,-0.01966292134831461,3.5688445722585645e-05,3.6073656487402734e-05,4.73049268762753e-05
2018-08-03,-0.003355704697986577,0.013353115727002969,0.0,4.922568337461179e-05,3.804619470680441e-05,6.027255851427559e-05
2018-08-06,0.0033670033670033673,0.008784773060029283,0.005730659025787965,4.909687383883346e-05,3.6513626242211667e-05,3.800977009210085e-05
2018-08-07,0.025727069351230432,0.013062409288824385,0.014245014245014247,5.146990032984248e-05,2.964152764723518e-05,4.464430754587127e-05
2018-08-08,-0.013086150490730643,-0.01862464183381089,-0.008426966292134831,2.7066125832451983e-05,3.909215723288245e-05,3.8116612563178335e-05
2018-08-09,0.026519337016574586,0.011678832116788322,0.0084985835694051,4.813591767674463e-05,3.4106552665316745e-05,4.6395487239362544e-05
2018-08-10,-0.006458557588805167,-0.011544011544011544,-0.005617977528089888,4.424614024602836e-05,3.1108273107898934e-05,4.699965741444453e-05
2018-08-13,-0.01950162513542795,-0.026277372262773727,-0.011299435028248588,4.940346150799467e-05,4.334475695014493e-05,5.514553310201167e-05
2018-08-14,-0.0055248618784530384,0.0014992503748125937,0.002857142857142857,3.165434312196818e-05,4.2917656284590836e-05,4.141657010283313e-05
2018-08-15,-0.02333333333333333,-0.016467065868263474,-0.017094017094017096,5.109734747634024e-05,4.051744864894286e-05,4.987242828196891e-05
2018-08-16,-0.001137656427758817,0.0045662100456621,0.0057971014492753615,5.0979960500844016e-05,4.113323457251844e-05,5.43200695532969e-05
2018-08-17,0.0034168564920273353,-0.012121212121212123,-0.005763688760806916,3.131559830467123e-05,7.185467001991106e-05,5.061191516417872e-05
2018-08-20,0.021566401816118047,0.021472392638036814,0.014492753623188406,3.86219920934065e-05,4.328306796170557e-05,4.813855252897635e-05
2018-08-21,0.02555555555555556,0.009009009009009007,0.005714285714285714,2.4481774016204332e-05,3.5631510567965197e-05,5.729495872548206e-05
2018-08-22,0.0065005417118093175,-0.0029761904761904765,-0.005681818181818182,2.5000647602999138e-05,4.994252279768538e-05,8.22356948509173e-05
2018-08-23,0.00753498385360603,-0.0014925373134328358,0.0,2.9923338943553198e-05,6.391424009258722e-05,5.421549101580172e-05
2018-08-24,0.07158119658119659,0.01644245142002989,0.008571428571428572,3.380944031151786e-05,6.324767442057169e-05,6.615200054806212e-05
2018-08-27,0.039880358923230316,0.016176470588235296,0.0056657223796034,2.0033368729255834e-05,2.732859394646407e-05,1.9844566756011447e-05
